polarity	aspect	term	term_pos	sentence	input
negative	FOOD#QUALITY	porcini mushroom pasta special	4:34	The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.	porcini mushroom pasta special 4:34 FOOD#QUALITY
positive	DRINKS#QUALITY	drinks	32:38	Everything was wonderful; food, drinks, staff, mileau.	drinks 32:38 DRINKS#QUALITY
positive	RESTAURANT#GENERAL	place	4:9	The place is a bit hidden away, but once you get there, it's all worth it.	place 4:9 RESTAURANT#GENERAL
negative	RESTAURANT#MISCELLANEOUS	Thai restaurant	2:17	A Thai restaurant out of rice during dinner?	Thai restaurant 2:17 RESTAURANT#MISCELLANEOUS
positive	RESTAURANT#GENERAL	place	24:29	In any event, this is a place I'll be sure to stop by again when I'm in this part of town.	place 24:29 RESTAURANT#GENERAL
negative	FOOD#QUALITY	raw vegatables in side orders	76:105	Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.	raw vegatables in side orders 76:105 FOOD#QUALITY
negative	SERVICE#GENERAL	service	5:12	Rude service, medicore food...there are tons of restaurants in NY...stay away from this one	service 5:12 SERVICE#GENERAL
positive	SERVICE#GENERAL	service	34:41	Great food, good size menu, great service and an unpretensious setting.	service 34:41 SERVICE#GENERAL
positive	FOOD#QUALITY	pasta dish	20:30	We both opted for a pasta dish and they were served timely and fresh.	pasta dish 20:30 FOOD#QUALITY
positive	RESTAURANT#GENERAL	Village Underground	14:33	I came across Village Underground by accident, now I go there all the time.	Village Underground 14:33 RESTAURANT#GENERAL
positive	FOOD#QUALITY	food	35:39	Decor needs to be upgraded but the food is amazing!	food 35:39 FOOD#QUALITY
negative	FOOD#QUALITY	egg custards	54:66	A few tips: skip the turnip cake, roast pork buns and egg custards.	egg custards 54:66 FOOD#QUALITY
positive	FOOD#QUALITY	vitello alla marsala	14:34	I ordered the vitello alla marsala and I was pretty impressed.	vitello alla marsala 14:34 FOOD#QUALITY
positive	FOOD#QUALITY	meal	33:37	I paid just about $60 for a good meal, though :)	meal 33:37 FOOD#QUALITY
positive	FOOD#QUALITY	food	6:10	Great food, great decor, great service.	food 6:10 FOOD#QUALITY
positive	AMBIENCE#GENERAL	atmosphere	5:15	Cool atmosphere, the fire place in the back really ads to it but needs a bit more heat throughout on a cold night.	atmosphere 5:15 AMBIENCE#GENERAL
negative	SERVICE#GENERAL	Service	0:7	Service is not what you are coming here for...	Service 0:7 SERVICE#GENERAL
positive	AMBIENCE#GENERAL	restaurant	91:101	I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.	restaurant 91:101 AMBIENCE#GENERAL
positive	FOOD#QUALITY	lamb	4:8	The lamb was tender so full of flavor, the dessert was divine!!	lamb 4:8 FOOD#QUALITY
negative	FOOD#STYLE_OPTIONS	vegetarian dish	22:37	Rather than preparing vegetarian dish, the chef presented me with a plate of steamed vegetables (minus sauce, seasoning, or any form or aesthetic presentation).	vegetarian dish 22:37 FOOD#STYLE_OPTIONS
positive	SERVICE#GENERAL	crew	43:47	Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.	crew 43:47 SERVICE#GENERAL
positive	RESTAURANT#MISCELLANEOUS	spot	19:23	Definitely a great spot for a nice occasion or date.	spot 19:23 RESTAURANT#MISCELLANEOUS
negative	RESTAURANT#GENERAL	place	47:52	If I could give 0 stars I would do so for this place.	place 47:52 RESTAURANT#GENERAL
positive	FOOD#STYLE_OPTIONS	portion	4:11	The portion sizes here are huge, and the sushi is good.	portion 4:11 FOOD#STYLE_OPTIONS
negative	FOOD#PRICES	toppings	12:20	Spreads and toppings are great - though a bit pricey.	toppings 12:20 FOOD#PRICES
positive	AMBIENCE#GENERAL	restaurant	10:20	This tiny restaurant is as cozy as it gets, with that certain Parisian flair.	restaurant 10:20 AMBIENCE#GENERAL
negative	SERVICE#GENERAL	service	61:68	This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.	service 61:68 SERVICE#GENERAL
negative	FOOD#QUALITY	tiramisu	41:49	But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.	tiramisu 41:49 FOOD#QUALITY
positive	FOOD#QUALITY	balsamic vinegar over icecream	26:56	if you're daring, try the balsamic vinegar over icecream, it's wonderful!	balsamic vinegar over icecream 26:56 FOOD#QUALITY
positive	AMBIENCE#GENERAL	music	165:170	You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.	music 165:170 AMBIENCE#GENERAL
positive	AMBIENCE#GENERAL	back garden area	26:42	In the summer months, the back garden area is really nice.	back garden area 26:42 AMBIENCE#GENERAL
negative	AMBIENCE#GENERAL	Decor	0:5	Decor needs to be upgraded but the food is amazing!	Decor 0:5 AMBIENCE#GENERAL
negative	FOOD#PRICES	stone bowl	39:49	Too bad I had paid an extra $2 for the stone bowl.	stone bowl 39:49 FOOD#PRICES
negative	FOOD#QUALITY	meals	15:20	Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.	meals 15:20 FOOD#QUALITY
positive	FOOD#QUALITY	lobster roll	31:43	I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.	lobster roll 31:43 FOOD#QUALITY
neutral	FOOD#QUALITY	dishes	23:29	I tried a couple other dishes but wasn't too impressed.	dishes 23:29 FOOD#QUALITY
neutral	AMBIENCE#GENERAL	place	17:22	Not a very fancy place but very good Chinese style Indian food.	place 17:22 AMBIENCE#GENERAL
positive	FOOD#QUALITY	arugula and goat cheese	51:74	Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.	arugula and goat cheese 51:74 FOOD#QUALITY
positive	AMBIENCE#GENERAL	restaurant	51:61	All in all, I would return - as it was a beautiful restaurant - but I hope the staff pays more attention to the little details in the future.	restaurant 51:61 AMBIENCE#GENERAL
negative	SERVICE#GENERAL	service	54:61	The food was mediocre at best but it was the horrible service that made me vow never to go back.	service 54:61 SERVICE#GENERAL
negative	FOOD#QUALITY	pizza	4:9	The pizza was delivered cold and the cheese wasn't even fully melted!	pizza 4:9 FOOD#QUALITY
positive	FOOD#QUALITY	sashimi	10:17	Excellent sashimi, and the millennium roll is beyond delicious.	sashimi 10:17 FOOD#QUALITY
positive	FOOD#QUALITY	dinner	17:23	We have gone for dinner only a few times but the same great quality and service is given.	dinner 17:23 FOOD#QUALITY
positive	RESTAURANT#MISCELLANEOUS	place	20:25	This is the kind of place you'd like to take all your friends to and still keep a secret.	place 20:25 RESTAURANT#MISCELLANEOUS
negative	FOOD#QUALITY	Korean fair	87:98	However, once I received my predictably mediocre order of what Dokebi thinks passes as Korean fair, (sometimes you have to settle when it's your only option), I got through about half my kimchee before I found a piece of random lettuce accompanied by a far more disgusting, slimy, clearly bad piece of fish skin.	Korean fair 87:98 FOOD#QUALITY
positive	FOOD#QUALITY	dumplings	39:48	We could have made a meal of the yummy dumplings from the dumpling menu.	dumplings 39:48 FOOD#QUALITY
negative	FOOD#QUALITY	sushi	4:9	The sushi was awful!	sushi 4:9 FOOD#QUALITY
positive	AMBIENCE#GENERAL	atmosphere	91:101	The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.	atmosphere 91:101 AMBIENCE#GENERAL
negative	AMBIENCE#GENERAL	ambience	36:44	The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.	ambience 36:44 AMBIENCE#GENERAL
positive	FOOD#STYLE_OPTIONS	rolls	4:9	The rolls are creative and I have yet to find another sushi place that serves up more inventive yet delicious japanese food.	rolls 4:9 FOOD#STYLE_OPTIONS
positive	AMBIENCE#GENERAL	live jazz band	55:69	The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.	live jazz band 55:69 AMBIENCE#GENERAL
positive	SERVICE#GENERAL	service	35:42	The vibe is very relaxed and cozy, service was great and the food was excellent!	service 35:42 SERVICE#GENERAL
positive	RESTAURANT#GENERAL	Lucky Strike	0:12	Lucky Strike is a great casual place to just grab a bite to eat.	Lucky Strike 0:12 RESTAURANT#GENERAL
negative	SERVICE#GENERAL	waiter	129:135	The service was extremely fast and attentive(thanks to the service button on your table) but I barely understood 1 word when the waiter took our order.	waiter 129:135 SERVICE#GENERAL
positive	FOOD#QUALITY	meal	65:69	Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.	meal 65:69 FOOD#QUALITY
positive	DRINKS#STYLE_OPTIONS	martini	32:39	You can get a completely delish martini in a glass (that's about 2 1/2 drinks) for $8.50 (I recommend the Vanilla Shanty, mmmm!) in a great homey setting with great music.	martini 32:39 DRINKS#STYLE_OPTIONS
positive	FOOD#QUALITY	tuna tartar appetizer	6:27	Their tuna tartar appetizer is to die for.	tuna tartar appetizer 6:27 FOOD#QUALITY
positive	FOOD#QUALITY	ravioli	15:22	I had the best ravioli ever.	ravioli 15:22 FOOD#QUALITY
positive	FOOD#QUALITY	apppetizers	7:18	Unique apppetizers.	apppetizers 7:18 FOOD#QUALITY
positive	FOOD#QUALITY	food	33:37	The view is spectacular, and the food is great.	food 33:37 FOOD#QUALITY
positive	AMBIENCE#GENERAL	Egyptian restaurant	30:49	A beautifully designed dreamy Egyptian restaurant that gets sceney at night.	Egyptian restaurant 30:49 AMBIENCE#GENERAL
positive	FOOD#QUALITY	potato stuff kanish	94:113	Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.	potato stuff kanish 94:113 FOOD#QUALITY
positive	FOOD#STYLE_OPTIONS	food	4:8	The food looked very appetizing and delicious since it came on a variety of fancy plates.	food 4:8 FOOD#STYLE_OPTIONS
negative	SERVICE#GENERAL	service	18:25	however, it's the service that leaves a bad taste in my mouth.	service 18:25 SERVICE#GENERAL
positive	SERVICE#GENERAL	SERVICE	4:11	THE SERVICE IS AMAZING, i've had different waiters and they were all nice, which is a rare thing in NYC.	SERVICE 4:11 SERVICE#GENERAL
positive	FOOD#QUALITY	food	4:8	The food is authentic Italian - delicious!	food 4:8 FOOD#QUALITY
positive	FOOD#QUALITY	food	20:24	Baluchi's has solid food and a nice decor at reasonable prices.	food 20:24 FOOD#QUALITY
negative	RESTAURANT#PRICES	place	5:10	This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.	place 5:10 RESTAURANT#PRICES
positive	SERVICE#GENERAL	service	77:84	also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!	service 77:84 SERVICE#GENERAL
positive	FOOD#QUALITY	spicy Tuna roll	4:19	The spicy Tuna roll is huge and probably the best that I've had at this price range.	spicy Tuna roll 4:19 FOOD#QUALITY
positive	FOOD#QUALITY	food	4:8	The food was excellent as well as service, however, I left The Four Seasons very dissappointed.	food 4:8 FOOD#QUALITY
positive	FOOD#PRICES	BBE $29 fixe prix menu	17:39	My party had the BBE $29 fixe prix menu, which was such a wonderful deal since it also came with a flight of sake!	BBE $29 fixe prix menu 17:39 FOOD#PRICES
positive	RESTAURANT#MISCELLANEOUS	place	5:10	This place is the most Japanese it can ever get.	place 5:10 RESTAURANT#MISCELLANEOUS
positive	FOOD#STYLE_OPTIONS	penne a la vodka	34:50	We were 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.	penne a la vodka 34:50 FOOD#STYLE_OPTIONS
neutral	FOOD#QUALITY	Appetizers	34:44	Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.	Appetizers 34:44 FOOD#QUALITY
positive	FOOD#QUALITY	Gulab Jamun (dessert)	40:61	We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.	Gulab Jamun (dessert) 40:61 FOOD#QUALITY
negative	FOOD#STYLE_OPTIONS	sandwiches	10:20	Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.	sandwiches 10:20 FOOD#STYLE_OPTIONS
positive	RESTAURANT#GENERAL	spot	12:16	THe perfect spot.	spot 12:16 RESTAURANT#GENERAL
positive	FOOD#QUALITY	Chef's tasting menu	49:68	The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.	Chef's tasting menu 49:68 FOOD#QUALITY
positive	RESTAURANT#GENERAL	Myagi	0:5	Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.	Myagi 0:5 RESTAURANT#GENERAL
positive	FOOD#STYLE_OPTIONS	Cheese plate	0:12	Cheese plate is a varied delight and great bargain at $10.	Cheese plate 0:12 FOOD#STYLE_OPTIONS
negative	SERVICE#GENERAL	waitress	61:69	I was there for brunch recently, and we were tag teamed by a waitress and a waiter.	waitress 61:69 SERVICE#GENERAL
negative	FOOD#QUALITY	pork belly	94:104	Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).	pork belly 94:104 FOOD#QUALITY
positive	FOOD#QUALITY	bagel	63:68	Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.	bagel 63:68 FOOD#QUALITY
positive	AMBIENCE#GENERAL	place	4:9	The place is a lot of fun.	place 4:9 AMBIENCE#GENERAL
negative	FOOD#QUALITY	food	94:98	Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.	food 94:98 FOOD#QUALITY
positive	FOOD#QUALITY	food	61:65	We have been to this place many times, and always have great food, wine, and service.	food 61:65 FOOD#QUALITY
positive	FOOD#QUALITY	family style salad	32:50	Get the pepperoni - YUM - and a family style salad.	family style salad 32:50 FOOD#QUALITY
positive	FOOD#QUALITY	cheesecake	28:38	I got an excellent piece of cheesecake and we had several other nice pastries.	cheesecake 28:38 FOOD#QUALITY
positive	RESTAURANT#GENERAL	Red Eye	38:45	I have NEVER been disappointed in the Red Eye.	Red Eye 38:45 RESTAURANT#GENERAL
positive	FOOD#PRICES	Indian	20:26	They have authentic Indian at amazin prices.	Indian 20:26 FOOD#PRICES
negative	FOOD#PRICES	Spreads	0:7	Spreads and toppings are great - though a bit pricey.	Spreads 0:7 FOOD#PRICES
positive	FOOD#QUALITY	chicken pot pie	4:19	The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.	chicken pot pie 4:19 FOOD#QUALITY
positive	AMBIENCE#GENERAL	space	18:23	The design of the space is good.	space 18:23 AMBIENCE#GENERAL
negative	FOOD#QUALITY	dishes	49:55	The chicken lollipop is my favorite, most of the dishes (I have to agree with a previous reviewer) are quite oily and very spicy, espeically the Chilli Chicken.	dishes 49:55 FOOD#QUALITY
positive	DRINKS#QUALITY	sangria	4:11	The sangria was pretty tasty and good on a hot muggy day.	sangria 4:11 DRINKS#QUALITY
negative	FOOD#QUALITY	foods	74:79	We ate at this Thai place following the reviews but very unhappy with the foods.	foods 74:79 FOOD#QUALITY
